id,title,cityname,state,latitude,longitude
5509123796,Prominence Apartments Two BR Luxury Apartment Homes. Pet OK!,Columbia,MD,39.2057,-76.8318
5509123529,"Gorgeous Columbia, Two BR, Two BA",Columbia,MD,39.2057,-76.8318
5509122569,Columbia Luxurious 1 + 1,Columbia,MD,39.2057,-76.8318
5509116533,"Spacious One BR, One BA. Covered parking!",Columbia,MD,39.2144,-76.8797
5509111244,Apartment \ 919 sq. ft. \ Columbia - convenient location.,Columbia,MD,39.2144,-76.8797
5509109694,"Move-in condition, One BR One BA. Pet OK!",Columbia,MD,39.2144,-76.8797
5509108096,Three BR \ Apartment \ Columbia - ready to move in. Pet OK!,Columbia,MD,39.2144,-76.8797
5509106848,Pet Friendly 3+2 Apartment in Columbia. Pet OK!,Columbia,MD,39.2144,-76.8797
5509103801,Apartment in great location. Pet OK!,Raleigh,NC,35.9403,-78.6316
5509098466,One BR Apartment - Ellicott Grove provides spacious.,Ellicott City,MD,39.266,-76.8455
5509097281,"Gorgeous Ellicott City, Two BR, Two BA",Ellicott City,MD,39.266,-76.8455
5509090129,Two BA - Apartment - Ellicott City - in a great area.,Ellicott City,MD,39.2735,-76.8674
5509088959,"Great Central Location Two BR, Two BA. Pet OK!",Ellicott City,MD,39.2735,-76.8674
5509087761,Two BR - Ellicott City apartments is a thriving.,Ellicott City,MD,39.2735,-76.8674
5509081507,One BR - Enjoy your especially spacious apartment.,Cockeysville,MD,39.4915,-76.6609
5509072611,Cockeysville - must see to believe.,Cockeysville,MD,39.4915,-76.6609
5509070732,Apartment - convenient location. Pet OK!,Cockeysville,MD,39.4915,-76.6609
5509069918,"Two BR with Den, LEGACY, Third Floor with",Cockeysville,MD,39.4915,-76.6609
5509069672,Apartment in move in condition in Raleigh,Raleigh,NC,35.823,-78.6438
5509064464,Two BR - Searching for apartments for rent.,Bel Air,MD,39.5373,-76.3558
5509064064,Air offers life's conveniences in a modest country style retreat.,Bel Air,MD,39.5373,-76.3558
5509063494,Two BR - Searching for apartments for rent.,Bel Air,MD,39.5373,-76.3558
5509060271,"Raleigh - 2bd/Two BA 1,107sqft Apartment for rent",Raleigh,NC,35.8036,-78.6974
5509057623,"Move-in condition, Three BR Two BA",Abingdon,MD,39.4733,-76.2993
5509051410,Three BR Apartment - Experience Urban Living- Just minutes away from Downtown,Raleigh,NC,35.7887,-78.6531
5509051303,Raleigh Value. Pet OK!,Raleigh,NC,35.7887,-78.6531
5509049932,"$1,936 / One BR - Great Deal. MUST SEE!",Silver Spring,MD,39.0017,-77.0353
5509043533,Super Cute! Apartment for Rent!,Silver Spring,MD,39.0017,-77.0353
5509039900,Welcome home to Orchard Pointe Apartments.,Raleigh,NC,35.823,-78.6438
5509039787,One BR Apartment - Welcome to Peppertree Farm.,Silver Spring,MD,39.0829,-77.0612
5509038160,Two BR Apartment - Welcome to Peppertree Farm.,Silver Spring,MD,39.0829,-77.0612
5509035512,Apartment in great location,Raleigh,NC,35.823,-78.6438
5509034312,Two BR Apartment - Welcome to Peppertree Farm.,Silver Spring,MD,39.0829,-77.0612
5509034234,Raynham Value!,Raynham,MA,41.9291,-71.0459
5509032437,Raleigh - superb Apartment nearby fine dining,Chapel Hill,NC,35.9276,-79.0406
5509032367,Two BR Apartment - Welcome to Peppertree Farm.,Silver Spring,MD,39.0829,-77.0612
5509025107,Apartment in move in condition in Raleigh,Raleigh,NC,35.774,-78.6328
5509024018,"Charming Two BR, Two BA",Marion,MA,41.7061,-70.7558
5509022715,"Gorgeous Raleigh, One BR, One BA. Pet OK!",Raleigh,NC,35.774,-78.6328
5509022117,"Apartment in quiet area, spacious with big kitchen. Pet OK!",Raleigh,NC,35.774,-78.6328
5509017499,Over 553 sf in Raleigh,Raleigh,NC,35.774,-78.6328
5509013673,"Welcoming Two BR, One full BA 2nd floor apartment. 2 Car Garage!",Attleboro,MA,41.9392,-71.3028
5509010452,"Apartment in quiet area, spacious with big kitchen",Silver Spring,MD,39.0403,-77.0461
5509008499,"Charming Three BR, Two BA. Parking Available!",Micro,NC,35.5626,-78.2042
5509005752,"Amazing Three BR, Two BA for rent",Silver Spring,MD,39.0201,-77.0113
5509003267,One BR - a 186-unit apartment community located in Montgomery Village.,Montgomery Village,MD,39.1709,-77.2095
5509002439,"Needham Heights, prime location Two BR, Apartment",Needham Heights,MA,42.3015,-71.2316
5509001784,One the Larger Units in Rosemary Ridge.,Needham Heights,MA,42.3015,-71.2316
5509001581,Super Cute! Apartment for Rent!,Micro,NC,35.5626,-78.2042
5508994919,One BR Apartment in Quiet Building - Gaithersburg. Single Car Garage!,Gaithersburg,MD,39.1088,-77.2384
5508994782,"Lovely, renovated Two BR rental ASAP. Washer/Dryer Hookups!",Belmont,MA,42.3948,-71.1816
5508994343,One BR Apartment in Quiet Building - Gaithersburg. Single Car Garage!,Gaithersburg,MD,39.1088,-77.2384
5508991826,Contemporary 2 BR located in desirable Payson Park. Will Consider!,Belmont,MA,42.3948,-71.1816
5508990130,"Amazing Two BR, Two BA for rent. Single Car Garage!",Gaithersburg,MD,39.1088,-77.2384
5508989475,"Apartment in quiet area, spacious with big kitchen. Single Car Garage!",Gaithersburg,MD,39.1088,-77.2384
5508987790,"Newly redone Three BR, plus sun room and a private deck!",Arlington,MA,42.418,-71.1669
5508985396,"$2,200 / Two BR - Great Deal. MUST SEE. 2 Car Garage!",Arlington,MA,42.418,-71.1669
5508984997,Beautiful Gaithersburg Apartment for rent,Gaithersburg,MD,39.1088,-77.2384
5508983578,Two BR Apartment - Large & Bright,Arlington,MA,42.418,-71.1669
5508983420,"Apartment in quiet area, spacious with big kitchen",Stuart,FL,27.1387,-80.2148
5508982121,One BR Apartment - Welcome Home to The Bristol.,Manson,NC,36.4688,-78.2924
5508978577,Sizable living room & enclosed porch. Will Consider!,Chestnut Hill,MA,42.3185,-71.157
5508978410,Morrisville - come and see this one. Single Car Garage!,Morrisville,NC,35.823,-78.6438
5508975268,"Great Central Location Two BR, Two BA",Morrisville,NC,35.823,-78.6438
5508972466,Beautiful Morrisville Apartment for rent,Manson,NC,36.4688,-78.2924
5508969619,"Gorgeous Morrisville, Two BR, Two BA. Pet OK!",Moncure,NC,35.6714,-79.1694
5508966378,"Average Rent $1,950 a month - That's a STEAL!",Newton Upper Falls,MA,42.3126,-71.2187
5508958220,Super Cute! Apartment for Rent!,Knightdale,NC,35.7863,-78.4845
5508952533,Prominence Apartments Two BR Luxury Apartment Homes,Colonial Heights,VA,37.2864,-77.3944
5508949939,"Chester, Apartment - must see to believe.",Chester,VA,37.3382,-77.4495
5508948074,"$3,099/mo \ Five BR \ Apartment - convenient location.",Burtonsville,MD,39.0984,-76.9349
5508947571,Pet Friendly 1+1 Apartment in Derwood. Single Car Garage!,Derwood,MD,39.145,-77.1376
5508946120,This Apartment is a must see!,Knightdale,NC,35.7863,-78.4845
5508944691,"Charming Two BR, Two BA",Windermere,FL,28.4991,-81.5295
5508944029,$675/mo - Apartment - 850 sq. ft. - in a great area.,Petersburg,VA,37.1386,-77.3919
5508943857,"$1,639 / One BR - Great Deal. MUST SEE!",Derwood,MD,39.145,-77.1376
5508943749,Convenient location Two BR One BA for rent. Offstreet parking!,Newton,MA,42.3426,-71.1985
5508943697,"Spacious Two BR, Two BA",Holly Springs,NC,35.6259,-78.8364
5508940081,Beautiful Windermere Apartment for rent. Pet OK!,Windermere,FL,28.4991,-81.5295
5508938920,Two BR Apartment - Welcome Wood in Dinwiddie County. $900/mo,Petersburg,VA,37.2139,-77.4557
5508934780,Two BR Apartment - Camden Reunion Park s one.,Apex,NC,35.6775,-78.7763
5508933717,One BR Apartment - Camden Reunion Park s one. Parking Available!,Apex,NC,35.6775,-78.7763
5508932003,Lovely 2nd floor Unit withviews of the Elizabeth River,Portsmouth,VA,36.83,-76.3153
5508925836,Pet Friendly 2+2 Apartment in Rockville,Rockville,MD,39.0521,-77.119
5508924679,Over 708 sf in Rockville. Parking Available!,Rockville,MD,39.0521,-77.119
5508922282,2 reserved garage spaces.,Rockville,MD,39.0521,-77.119
5508917584,"Gorgeous Ocoee, Two BR, One BA",Ocoee,FL,28.5823,-81.5391
5508916672,Two BR - come and see this one.,Yorktown,VA,37.1223,-76.4484
5508912984,Three BR Apartment - Abberly represents a new style of living in a beautiful.,Garner,NC,35.687,-78.6082
5508912168,"Move-in condition, Two BR 1.50 BA",Garner,NC,35.687,-78.6082
5508911979,"Apartment, $975/mo - must see to believe.",Garner,NC,35.687,-78.6082
5508910638,"Move-in condition, Two BR Two BA",Lexington,MA,42.451,-71.227
5508910378,Two BA - Yorktown - Apartment - ready to move in.,Yorktown,VA,37.1783,-76.4582
5508909682,"Average Rent $2,670 a month - That's a STEAL. Pet OK!",Lexington,MA,42.451,-71.227
5508908856,"Apartment only for $2,688/mo. You Can Stop Looking Now!",Lexington,MA,42.451,-71.227
5508908766,Apartment - in a great area.,Lexington,MA,42.451,-71.227
5508906240,"Lease Spacious 2+2. Approx 1,033 sf of Living Space!",Hampton,VA,37.0435,-76.3397
5508904033,Prominence Apartments Three BR Luxury Apartment Homes. 2 Car Garage!,Whitman,MA,42.0823,-70.9377
5508903143,Welcome to Camden Town.,Kissimmee,FL,28.2966,-81.6162
5508903009,South Easton - must see to believe.,South Easton,MA,42.0271,-71.1015
5508902430,"1,104 sq. ft. Apartment - ready to move in. Single Car Garage!",South Easton,MA,42.0271,-71.1015
5508902308,Welcome to Camden Town. Single Car Garage!,Kissimmee,FL,28.2966,-81.6162
5508902279,Two BR Apartment in Quiet Building - South Easton,South Easton,MA,42.0271,-71.1015
5508902161,"Spacious One BR, One BA",Kissimmee,FL,28.2966,-81.6162
5508901963,Apartment in great location,South Easton,MA,42.0271,-71.1015
5508900493,Apartment in prime location,Hampton,VA,37.0483,-76.4118
5508900384,Hampton City - superb Apartment nearby fine dining,Hampton,VA,37.0483,-76.4118
5508900379,"Apartment in quiet area, spacious with big kitchen. Pet OK!",Kissimmee,FL,28.2966,-81.6162
5508900354,"Fuquay-Varina, Great Location, One BR Apartment.",Fuquay Varina,NC,35.5985,-78.7843
5508900279,"Hampton, Great Location, Two BR Apartment. Pet OK!",Hampton,VA,37.0483,-76.4118
5508900214,Kissimmee Luxurious 1 + 1,Kissimmee,FL,28.2966,-81.6162
5508899983,"Two BR, Two BA, safe neighborhood. Parking Available!",Bethesda,MD,38.958,-77.1154
5508899901,One Spacious BR in Hampton City,Hampton,VA,37.0483,-76.4118
5508899800,Welcome home to your new apartment. Parking Available!,Randolph,MA,42.1733,-71.0495
5508899510,Welcome home to your new apartment. Pet OK!,Randolph,MA,42.1733,-71.0495
5508899398,Apartment \ 860 sq. ft. \ One BR - in a great area. Washer/Dryer Hookups!,Hampton,VA,37.0483,-76.4118
5508899335,Welcome to Camden Town.,Kissimmee,FL,28.2966,-81.6162
5508899007,Two BR Apartment - Large & Bright,Kissimmee,FL,28.2966,-81.6162
5508897973,Kissimmee \ 786 sq. ft. \ One BA - must see to believe.,Kissimmee,FL,28.2966,-81.6162
5508896981,"Randolph, One BR, One BA for rent",Randolph,MA,42.1733,-71.0495
5508894615,"Attractive Two BR, Two BA",Apex,NC,35.79,-78.9465
5508893800,Apartment in move in condition in Kissimmee. Pet OK!,Kissimmee,FL,28.2966,-81.6162
5508893327,Three BR \ Chevy Chase - come and see this one. Pet OK!,Chevy Chase,MD,38.9799,-77.0798
5508892659,Apex - come and see this one. 2 Car Garage!,Apex,NC,35.79,-78.9465
5508892544,Hampton Value!,Hampton,VA,37.0483,-76.4118
5508891432,Beautiful Hampton Apartment for rent,Hampton,VA,37.0483,-76.4118
5508890690,Welcome home to your new apartment. Pet OK!,Randolph,MA,42.1733,-71.0495
5508889753,Two BR Apartment in Quiet Building - Chevy Chase,Chevy Chase,MD,38.9799,-77.0798
5508888760,"Hampton City, prime location Three BR, Apartment",Hampton,VA,37.0483,-76.4118
5508888226,Chevy Chase - 1bd/One BA 825sqft Apartment for rent,Chevy Chase,MD,38.9799,-77.0798
5508888192,Apex - 1bd/One BA 719sqft Apartment for rent. $874/mo,Apex,NC,35.79,-78.9465
5508888188,Two BR Apartment - Large & Bright. Washer/Dryer Hookups!,Hampton,VA,37.0483,-76.4118
5508887599,One BR - 792 sq. ft. - Chevy Chase - convenient location.,Chevy Chase,MD,38.9799,-77.0798
5508886993,Chevy Chase Luxurious 2 + 2,Chevy Chase,MD,38.9799,-77.0798
5508886455,"Average Rent $1,285 a month - That's a STEAL. Pet OK!",Clayton,NC,35.6101,-78.4715
5508885217,Outstanding Opportunity To Live At The Kissimmee City Club. Pet OK!,Kissimmee,FL,28.2589,-81.4617
5508884710,"Two BR, 1.50 BA, safe neighborhood",Chevy Chase,MD,38.9799,-77.0798
5508884341,Outstanding Opportunity To Live At The Kissimmee City Club,Kissimmee,FL,28.2589,-81.4617
5508883478,"Spacious Two BR, Two BA. Pet OK!",Kissimmee,FL,28.2806,-81.3491
5508881109,"Lovely Newport News, Two BR, 1.50 BA. $847/mo",Newport News,VA,37.1451,-76.5397
5508880097,Cary Luxurious 2 + 2,Cary,NC,35.7876,-78.781
5508879904,"$2,260/mo - Two BR - Two BA - convenient location.",North Easton,MA,42.058,-71.1147
5508879669,Super Cute! Apartment for Rent!,Cary,NC,35.7876,-78.781
5508879421,Apartment only for $805/mo. You Can Stop Looking Now!,Newport News,VA,37.1451,-76.5397
5508878949,"$1,030 / One BR - Great Deal. MUST SEE!",Cary,NC,35.7876,-78.781
5508878080,"Bright Abington, Two BR, Two BA for rent",Abington,MA,42.1173,-70.9547
5508877582,"Gorgeous Abington, Two BR, Two BA. Dog OK!",Abington,MA,42.1173,-70.9547
5508877312,Convenient location Two BR Two BA for rent,Kissimmee,FL,28.3078,-81.4213
5508876822,"Kissimmee, prime location Two BR, Apartment",Kissimmee,FL,28.3078,-81.4213
5508876395,"$1,773/mo, Abington - must see to believe.",Abington,MA,42.1173,-70.9547
5508876162,Cary - 2bd/One BA 865sqft Apartment for rent,Cary,NC,35.7589,-78.778
5508875798,"Over 1,250 sf in Bethesda",Bethesda,MD,39.0004,-77.1051
5508875673,Average Rent $886 a month - That's a STEAL. Pet OK!,Cary,NC,35.7589,-78.778
5508874049,Super Cute! Apartment for Rent!,Kissimmee,FL,28.3078,-81.4213
5508873455,"Apartment only for $1,330/mo. You Can Stop Looking Now!",Kissimmee,FL,28.3078,-81.4213
5508872855,One BR Apartment - Enjoy the city life without having to live in.,Bethesda,MD,39.0004,-77.1051
5508872847,Bethesda Luxurious 1 + 1,Bethesda,MD,39.0004,-77.1051
5508872357,"Bethesda, prime location Two BR, Apartment",Bethesda,MD,39.0004,-77.1051
5508871739,"Lovely Newport News, Two BR, Two BA",Newport News,VA,36.9886,-76.4202
5508871040,Apartment in move in condition in Bethesda,Bethesda,MD,39.0004,-77.1051
5508870799,Convenient location Two BR Two BA for rent,Kissimmee,FL,28.3078,-81.4213
5508870641,We're Cat and Dog Friendly!,Bridgewater,MA,41.9784,-70.9751
5508870589,Three BR Apartment - Large & Bright,Cary,NC,35.7589,-78.778
5508870097,Two Spacious BR in Bridgewater,Bridgewater,MA,41.9784,-70.9751
5508869909,Two BR Apartment in Quiet Building - Kissimmee. Pet OK!,Kissimmee,FL,28.3078,-81.4213
5508869652,Prominence Apartments Three BR Luxury Apartment Homes,Cary,NC,35.7589,-78.778
5508869637,"Amazing One BR, One BA for rent. $832/mo",Cary,NC,35.7589,-78.778
5508869353,Average Rent $950 a month - That's a STEAL!,Newport News,VA,37.0739,-76.5001
5508869161,"Amazing Two BR, Two BA for rent",Newport News,VA,37.0739,-76.5001
5508868507,"Average Rent $1,435 a month - That's a STEAL. Pet OK!",Chapel Hill,NC,35.8707,-79.0222
5508868345,Super Cute! Apartment for Rent!,Clermont,FL,28.6271,-81.7515
5508868176,Super Cute! Apartment for Rent. Pet OK!,Newport News,VA,37.0739,-76.5001
5508868015,Welcome to Gateway Village Apartments!,Jessup,MD,39.1561,-76.8099
5508867872,Apartment - must see to believe.,Clermont,FL,28.4544,-81.7641
5508867758,Two BR Apartment - From the heart of Four Corners. Parking Available!,Clermont,FL,28.4544,-81.7641
5508867504,"Two BR, Three BA, safe neighborhood",Chapel Hill,NC,35.9182,-79.1208
5508867363,The next big thing in Chapel Hill is already here.,Chapel Hill,NC,35.9182,-79.1208
5508867084,"Charming Two BR, Two BA",Clermont,FL,28.4544,-81.7641
5508866839,Pet Friendly 1+1 Apartment in Newport News. Pet OK!,Newport News,VA,37.0739,-76.5001
5508866705,"Spacious One BR, One BA. $765/mo",Newport News,VA,37.0739,-76.5001
5508865580,The Best of the Best in the City of Hyattsville! Save Big!,Hyattsville,MD,38.9171,-76.8839
5508865171,One BR - We feature spacious modern apartments with wall to wall carpeting.,Brockton,MA,42.0876,-71.025
5508864462,"Three BR Apartment - Located in the heart of Newport News, VA. Pet OK!",Newport News,VA,37.0739,-76.5001
5508862977,"Apartment only for $1,300/mo. You Can Stop Looking Now!",Hyattsville,MD,38.9171,-76.8839
5508862186,"Apartment only for $1,870/mo. You Can Stop Looking Now. Pet OK!",South Weymouth,MA,42.1666,-70.9511
5508862138,Two BR Apartment in Chapel Hill,Chapel Hill,NC,35.9707,-79.0428
5508862128,Super Cute! Apartment for Rent!,Clermont,FL,28.5401,-81.7602
5508861988,"Charming One BR, One BA. Pet OK!",South Weymouth,MA,42.1666,-70.9511
5508861680,Beautiful South Weymouth Apartment for rent,South Weymouth,MA,42.1666,-70.9511
5508861310,Convenient location One BR One BA for rent,South Weymouth,MA,42.1666,-70.9511
5508861189,Convenient location Two BR One BA for rent,Chapel Hill,NC,35.9707,-79.0428
5508860926,One Spacious BR in Chapel Hill. Offstreet parking!,Chapel Hill,NC,35.9707,-79.0428
5508860793,Apartment in move in condition in Chapel Hill. Offstreet parking!,Chapel Hill,NC,35.9707,-79.0428
5508860619,"Studio, One BA, safe neighborhood",South Weymouth,MA,42.1666,-70.9511
5508859635,One BR Apartment - Large & Bright,Bullock,NC,36.3644,-78.5328
5508859154,"South Weymouth, prime location One BR, Apartment",South Weymouth,MA,42.1666,-70.9511
5508859096,"Spacious One BR, One BA",Hyattsville,MD,38.954,-76.8968
5508859076,"South Weymouth, One BR, One BA for rent",South Weymouth,MA,42.1666,-70.9511
5508857795,"Average Rent $1,249 a month - That's a STEAL!",Bullock,NC,36.3644,-78.5328
5508857173,"Attractive Two BR, One BA. Parking Available!",Newport News,VA,37.1275,-76.5219
5508857169,Two BR Apartment in Hyattsville,Hyattsville,MD,38.954,-76.8968
5508856968,"Apartment in quiet area, spacious with big kitchen",Benson,NC,35.3926,-78.5465
5508856964,"$1,219 / One BR - Great Deal. MUST SEE!",Benson,NC,35.3926,-78.5465
5508856560,One BA - convenient location.,Hyattsville,MD,38.954,-76.8968
5508856273,"Lovely Hyattsville, One BR, One BA",Hyattsville,MD,38.954,-76.8968
5508855670,This Apartment is a must see!,Dunedin,FL,28.0231,-82.7687
5508855594,Cary - ready to move in.,Bunn,NC,35.9687,-78.1949
5508855562,Apartment for rent in Hyattsville.,Hyattsville,MD,38.954,-76.8968
5508855173,"Apartments located in Weymouth, Anne's Gate. Washer/Dryer Hookups!",Weymouth,MA,42.2081,-70.9524
5508854721,"$1,080/mo - One BR - convenient location.",Newport News,VA,37.1275,-76.5219
5508854657,Offering Specialized Pricing to Meet Your Needs!,East Weymouth,MA,42.21,-70.933
5508854234,The Best of the Best in the City of Hyattsville! Save Big!,Hyattsville,MD,38.954,-76.8968
5508853804,"Great Central Location One BR, One BA. Offstreet parking!",Hyattsville,MD,38.954,-76.8968
5508853762,Hilltop Apartments is a New Carrollton apartment 85th. Cat OK!,Hyattsville,MD,38.954,-76.8968
5508853418,"$1,165 / One BR - Great Deal. MUST SEE!",Hyattsville,MD,38.954,-76.8968
5508852888,Two BR Apartment - Large & Bright. Pet OK!,Cary,NC,35.7695,-78.7966
5508852871,"Spacious Two BR, Two BA",Broadway,NC,35.4569,-79.0546
5508852834,Pet Friendly 1+1 Apartment in Newport News. Pet OK!,Newport News,VA,37.1275,-76.5219
5508852797,Super Cute! Apartment for Rent. Dog OK!,Dunedin,FL,28.0231,-82.7687
5508851820,Apartment for rent in Hyattsville.,Hyattsville,MD,38.954,-76.8968
5508851762,Convenient location Two BR Two BA for rent. Pet OK!,Buies Creek,NC,35.4083,-78.742
5508851722,Apartment for rent in Hyattsville. Parking Available!,Hyattsville,MD,38.954,-76.8968
5508851640,"One BR Apartment - Pointe is located in the heart of Cary, NC.",Bullock,NC,36.3644,-78.5328
5508851155,One BA - convenient location.,Butner,NC,36.1366,-78.7604
5508851021,One BR Apartment in Cary,Cary,NC,35.7585,-78.7783
5508850858,Three BR - Welcome home to Monarch Crossing Apartment Homes.,Newport News,VA,37.1275,-76.5219
5508850599,This Apartment is a must see!,Cary,NC,35.9126,-79.0796
5508850590,"Attractive Two BR, One BA",Newport News,VA,37.1275,-76.5219
5508850566,"Two BA, 1,246 sq. ft. - ready to move in.",Cary,NC,35.7585,-78.7783
5508850306,Two BR Apartment - the only community that offers you more style.,Hyattsville,MD,38.9993,-76.975
5508849806,"Spacious Two BR apartment, with plenty of close space.",Weymouth,MA,42.2081,-70.9524
5508849701,"Spacious One BR, One BA",Broadway,NC,35.4569,-79.0546
5508848832,"One BA, Hyattsville, Two BR - in a great area.",Hyattsville,MD,38.9993,-76.975
5508848784,Newport News Value. $855/mo,Newport News,VA,37.1275,-76.5219
5508847968,Average Rent $970 a month - That's a STEAL!,Bahama,NC,36.1599,-78.8975
5508847754,"Gorgeous Cary, One BR, One BA",Cary,NC,35.9126,-79.0796
5508847642,All showings are scheduled through.,Milton,MA,42.2523,-71.0764
5508845642,One BR Apartment in Cary. Pet OK!,Cary,NC,35.9126,-79.0796
5508845500,Prominence Apartments One BR Luxury Apartment Homes. Pet OK!,Hyattsville,MD,38.9645,-76.9637
5508844933,"Spacious Two BR, Two BA",Bahama,NC,36.1599,-78.8975
5508844788,Two Spacious BR in Hyattsville. Parking Available!,Hyattsville,MD,38.9645,-76.9637
5508844786,"Nestled in the greenery, is a haven where upscale living meets nature. Pet OK!",Cary,NC,35.9126,-79.0796
5508844291,Apartment in prime location. 2 Car Garage!,Benson,NC,35.3926,-78.5465
5508843833,Three BR Apartment in Cary,Benson,NC,35.3926,-78.5465
5508843644,"Charming One BR, One BA",Buies Creek,NC,35.4083,-78.742
5508843623,"Spacious Two BR, Two BA",Palm Harbor,FL,28.1041,-82.6789
5508842702,Three BR Apartment - Located in prestigious Boot Ranch. Parking Available!,Palm Harbor,FL,28.1041,-82.6789
5508842273,"$1,122/mo \ 769 sq. ft. - must see to believe.",Palm Harbor,FL,28.1041,-82.6789
5508842054,Two BR Apartment - Large & Bright,Newport News,VA,37.0575,-76.4614
5508841812,"Hyattsville, prime location Studio, Apartment",Hyattsville,MD,38.9645,-76.9637
5508840940,"Apartment only for $2,110/mo. You Can Stop Looking Now. Pet OK!",Hyattsville,MD,38.9645,-76.9637
5508840765,"Nestled in the greenery, is a haven where upscale living meets nature.",Bunn,NC,35.9687,-78.1949
5508840688,"Great Central Location One BR, One BA",Cary,NC,35.7585,-78.7783
5508840090,Apartment in prime location,Braintree,MA,42.2094,-70.999
5508839613,This Apartment is a must see!,Norfolk,VA,36.8308,-76.2716
5508839311,"1,102 sq. ft. One BA - ready to move in.",Braintree,MA,42.2094,-70.999
5508839260,Two BR by the Beach,Norfolk,VA,36.9161,-76.2193
5508838680,Apartment for rent in Braintree.,Braintree,MA,42.2094,-70.999
5508838591,"One BA \ $1,365/mo - in a great area.",Norfolk,VA,36.9161,-76.2193
5508838479,Norfolk - ready to move in. Pet OK!,Norfolk,VA,36.9161,-76.2193
5508838451,Pet Friendly 2+1 Apartment in Cary,Cary,NC,35.7585,-78.7783
5508837853,"Apartment in quiet area, spacious with big kitchen",Norfolk,VA,36.9161,-76.2193
5508837606,"Hyattsville - 2bd/Two BA 1,080sqft Apartment for rent. Pet OK!",Hyattsville,MD,38.9645,-76.9637
5508837351,"Spacious Studio, One BA",Hyattsville,MD,38.9645,-76.9637
5508836559,Apartment in move in condition in Cary,Cary,NC,35.7585,-78.7783
5508836361,"Bright Cary, One BR, One BA for rent",Cary,NC,35.7585,-78.7783
5508836244,"Attractive Two BR, Two BA",Hyattsville,MD,38.9645,-76.9637
5508835889,Cary - superb Apartment nearby fine dining,Cary,NC,35.7585,-78.7783
5508835574,"Huge, Three BR apartment.",Stoneham,MA,42.4816,-71.096
5508835115,Prominence Apartments Three BR Luxury Apartment Homes,Palm Harbor,FL,28.0763,-82.7582
5508834834,"Average Rent $1,595 a month - That's a STEAL!",Hyattsville,MD,38.9645,-76.9637
5508834444,Convenient location Three BR Two BA for rent. Pet OK!,Palm Harbor,FL,28.0763,-82.7582
5508834391,Pet Friendly 2+1 Apartment in Cary,Cary,NC,35.7585,-78.7783
5508834100,Super Cute! Apartment for Rent!,Melrose,MA,42.4585,-71.0609
5508833968,Apartment - come and see this one. Pet OK!,Palm Harbor,FL,28.0763,-82.7582
5508833961,The Best of the Best in the City of Hyattsville! Save Big!,Hyattsville,MD,38.9645,-76.9637
5508833918,Two BR - convenient location. Parking Available!,Hyattsville,MD,38.9645,-76.9637
5508833622,Apartment in great location. Pet OK!,Melrose,MA,42.4585,-71.0609
5508833613,"Spacious One BR, One BA",Melrose,MA,42.4585,-71.0609
5508833538,"Gorgeous Hyattsville, One BR, One BA. Single Car Garage!",Hyattsville,MD,38.9645,-76.9637
5508833008,Hyattsville Value. Cat OK!,Hyattsville,MD,38.9408,-76.9283
5508832698,Super Cute! Apartment for Rent. Parking Available!,Palm Harbor,FL,28.0763,-82.7582
5508832657,"Cary, prime location One BR, Apartment. Pet OK!",Cary,NC,35.7585,-78.7783
5508832537,Outstanding Opportunity To Live At The Cary City Club. Pet OK!,Cary,NC,35.7585,-78.7783
5508832183,"Bright Norfolk, One BR, One BA for rent",Norfolk,VA,36.8691,-76.2924
5508831906,"Gorgeous Hyattsville, Two BR, One BA. Parking Available!",Hyattsville,MD,38.9408,-76.9283
5508831568,Studio Apartment in Quiet Building - Hyattsville,Hyattsville,MD,38.9408,-76.9283
5508831511,Two BR Apartment - Fountain Park offers comfort.,Hyattsville,MD,38.9408,-76.9283
5508830661,"$2,300 / Three BR - Great Deal. MUST SEE. 2 Car Garage!",Melrose,MA,42.4585,-71.0609
5508830394,One BR - APARTMENT LIVING IN NORFOLK.,Norfolk,VA,36.8892,-76.2382
5508830084,Renovated Three BR unit.,Melrose,MA,42.4585,-71.0609
5508829709,"$2,139/mo - Melrose - 647 sq. ft. - come and see this one.",Melrose,MA,42.4585,-71.0609
5508829650,The Best of the Best in the City of Norfolk! Save Big!,Norfolk,VA,36.8892,-76.2382
5508829547,Super Cute! Apartment for Rent. Covered parking!,Norfolk,VA,36.8892,-76.2382
5508829284,"Bright Melrose, Two BR, Two BA for rent. Pet OK!",Melrose,MA,42.4585,-71.0609
5508829160,Prominence Apartments One BR Luxury Apartment Homes,Upper Marlboro,MD,38.8826,-76.7646
5508829145,Carrboro Value!,Carrboro,NC,35.9126,-79.0796
5508828551,This Apartment is a must see!,Upper Marlboro,MD,38.8826,-76.7646
5508828528,"$2,410/mo, Two BA - in a great area. Pet OK!",Upper Marlboro,MD,38.8826,-76.7646
5508828309,"Apartment only for $1,972/mo. You Can Stop Looking Now!",Quincy,MA,42.2517,-71.0162
5508828264,Super Cute! Apartment for Rent!,Norfolk,VA,36.8892,-76.2382
5508828222,"Carrboro, Two BA - come and see this one. Washer/Dryer Hookups!",Carrboro,NC,35.9126,-79.0796
5508828120,"Great Central Location One BR, One BA",Carrboro,NC,35.9126,-79.0796
5508828080,"Carrboro, prime location Two BR, Apartment",Carrboro,NC,35.9126,-79.0796
