id,square_feet,bedrooms,bathrooms,pets_allowed
5508721412,1019,2.0,2.0,No pets allowed
5508721080,805,2.0,1.0,"Cats,Dogs"
5508720372,885,2.0,1.5,No pets allowed
5508718137,1656,3.0,2.0,No pets allowed
5508718032,1600,2.0,1.0,No pets allowed
5508717608,1172,2.0,2.0,"Cats,Dogs"
5508717368,684,1.0,1.0,No pets allowed
5508715470,999,2.0,1.0,No pets allowed
5508714292,1011,2.0,2.0,No pets allowed
5508712714,2052,3.0,2.0,"Cats,Dogs"
5508711864,1930,3.0,2.0,No pets allowed
5508708492,1049,2.0,2.0,No pets allowed
5508707743,1124,2.0,2.0,No pets allowed
5508707399,830,1.0,1.0,No pets allowed
5508706666,576,1.0,1.0,"Cats,Dogs"
5508706648,672,1.0,1.0,"Cats,Dogs"
5508706611,672,1.0,1.0,"Cats,Dogs"
5508705699,825,2.0,2.0,No pets allowed
5508705207,1097,2.0,2.0,No pets allowed
5508705162,1000,2.0,1.0,No pets allowed
5508705059,672,1.0,1.0,"Cats,Dogs"
5508704345,984,1.0,1.0,No pets allowed
5508704034,849,1.0,1.0,No pets allowed
5508703857,1000,2.0,2.0,"Cats,Dogs"
5508703824,984,1.0,1.0,No pets allowed
5508703640,992,2.0,2.0,No pets allowed
5508703442,950,2.0,1.0,"Cats,Dogs"
5508702599,1368,3.0,2.0,"Cats,Dogs"
5508702121,950,2.0,1.0,"Cats,Dogs"
5508702113,1100,3.0,2.0,No pets allowed
5508702044,1074,2.0,2.5,No pets allowed
5508701610,1456,3.0,2.0,No pets allowed
5508701173,707,1.0,1.0,"Cats,Dogs"
5508699571,870,2.0,1.5,No pets allowed
5508698721,508,1.0,1.0,"Cats,Dogs"
5508697397,707,1.0,1.0,"Cats,Dogs"
5508696809,1076,2.0,2.0,"Cats,Dogs"
5508696667,1076,2.0,2.0,"Cats,Dogs"
5508696255,570,1.0,1.0,No pets allowed
5508695272,881,2.0,2.0,"Cats,Dogs"
5508690672,1050,2.0,2.0,"Cats,Dogs"
5508688549,1000,2.0,2.0,No pets allowed
5508687876,1250,3.0,2.0,"Cats,Dogs"
5508686914,960,2.0,2.0,No pets allowed
5508686897,820,1.0,1.0,No pets allowed
5508686865,1070,2.0,2.0,No pets allowed
5508686598,800,1.0,1.0,No pets allowed
5508685337,1200,3.0,2.0,No pets allowed
5508684126,946,1.0,1.0,No pets allowed
5508683889,1050,2.0,2.0,"Cats,Dogs"
5508683448,1080,3.0,2.0,"Cats,Dogs"
5508683156,515,1.0,1.0,"Cats,Dogs"
5508682475,739,1.0,1.0,No pets allowed
5508680598,940,1.0,1.0,No pets allowed
5508680342,823,2.0,2.0,"Cats,Dogs"
5508679718,823,2.0,2.0,"Cats,Dogs"
5508678960,739,1.0,1.0,No pets allowed
5508678129,1070,2.0,2.0,"Cats,Dogs"
5508677511,1070,2.0,2.0,No pets allowed
5508677506,659,1.0,1.0,"Cats,Dogs"
5508676887,707,1.0,1.0,"Cats,Dogs"
5508676219,610,1.0,1.0,"Cats,Dogs"
5508675970,659,1.0,1.0,"Cats,Dogs"
5508675925,520,1.0,1.0,No pets allowed
5508675739,612,1.0,1.0,No pets allowed
5508675661,707,1.0,1.0,"Cats,Dogs"
5508674951,545,1.0,1.0,"Cats,Dogs"
5508674767,733,1.0,1.0,"Cats,Dogs"
5509254868,919,2.0,1.0,No pets allowed
5509254783,1280,2.0,1.5,No pets allowed
5509254669,800,1.0,1.0,"Cats,Dogs"
5509254563,919,2.0,1.0,"Cats,Dogs"
5509253762,800,1.0,1.0,No pets allowed
5509253714,919,2.0,1.0,No pets allowed
5509253673,660,1.0,1.0,"Cats,Dogs"
5509253585,1159,2.0,2.0,"Cats,Dogs"
5509252739,1159,2.0,2.0,"Cats,Dogs"
5509252186,1494,2.0,2.5,"Cats,Dogs"
5509251387,890,2.0,1.5,"Cats,Dogs"
5509251082,800,1.0,1.0,"Cats,Dogs"
5509250622,1363,3.0,2.0,"Cats,Dogs"
5509248999,1250,2.0,1.0,"Cats,Dogs"
5509248450,1250,3.0,2.0,"Cats,Dogs"
5509247382,993,1.0,1.0,"Cats,Dogs"
5509246540,850,2.0,1.0,"Cats,Dogs"
5509245734,1040,3.0,1.0,"Cats,Dogs"
5509245330,1173,2.0,2.0,"Cats,Dogs"
5509244341,850,2.0,1.0,"Cats,Dogs"
5509244238,893,1.0,1.0,"Cats,Dogs"
5509243869,893,1.0,1.0,"Cats,Dogs"
5509243652,750,1.0,1.0,"Cats,Dogs"
5509242989,800,1.0,1.0,"Cats,Dogs"
5509242334,1136,2.0,1.0,"Cats,Dogs"
5509242281,1173,2.0,2.0,"Cats,Dogs"
5509241932,1136,2.0,1.0,"Cats,Dogs"
5509241860,1363,3.0,2.0,"Cats,Dogs"
5509241288,850,2.0,1.0,"Cats,Dogs"
5509240879,1250,3.0,2.0,"Cats,Dogs"
5509240306,1411,3.0,2.0,No pets allowed
5509239769,880,2.0,1.0,"Cats,Dogs"
5509239115,844,2.0,1.0,"Cats,Dogs"
5509238545,660,1.0,1.0,"Cats,Dogs"
5509237759,844,2.0,1.0,"Cats,Dogs"
5509236682,1591,3.0,2.0,"Cats,Dogs"
5509235934,1133,2.0,2.0,"Cats,Dogs"
5509235641,800,2.0,1.0,No pets allowed
5509235319,1161,2.0,2.0,"Cats,Dogs"
5509233033,932,1.0,1.0,"Cats,Dogs"
5509232005,910,2.0,1.5,"Cats,Dogs"
5509231282,755,1.0,1.0,"Cats,Dogs"
5509230904,820,1.0,1.0,"Cats,Dogs"
5509230350,781,1.0,1.0,No pets allowed
5509229763,700,1.0,1.0,"Cats,Dogs"
5509225807,1275,2.0,2.0,No pets allowed
5509224983,910,2.0,1.5,"Cats,Dogs"
5509222733,820,1.0,1.0,"Cats,Dogs"
5509221883,1390,2.0,2.0,No pets allowed
5509221577,865,2.0,1.0,"Cats,Dogs"
5509220511,1462,3.0,2.5,No pets allowed
5509220304,1462,3.0,2.5,No pets allowed
5509219298,1200,2.0,2.0,No pets allowed
5509218416,1020,2.0,2.0,"Cats,Dogs"
5509217864,1175,2.0,2.0,"Cats,Dogs"
5509215674,1040,1.0,2.0,"Cats,Dogs"
5509215556,1350,2.0,2.0,No pets allowed
5509215462,922,3.0,2.0,No pets allowed
5509213379,1213,2.0,2.0,No pets allowed
5509210292,990,2.0,2.0,No pets allowed
5509209267,700,1.0,1.0,"Cats,Dogs"
5509207902,760,1.0,1.5,No pets allowed
5509207817,775,1.0,1.0,No pets allowed
5509201288,1221,2.0,2.0,"Cats,Dogs"
5509197010,1077,2.0,2.0,"Cats,Dogs"
5509196665,1113,2.0,2.0,No pets allowed
5509195222,1058,2.0,2.0,"Cats,Dogs"
5509191482,1420,3.0,2.0,"Cats,Dogs"
5509189022,821,1.0,1.0,No pets allowed
5509188024,1077,2.0,2.0,"Cats,Dogs"
5509185129,773,1.0,1.0,No pets allowed
5509184627,1010,3.0,1.5,No pets allowed
5509184375,1050,2.0,1.0,"Cats,Dogs"
5509183085,1100,1.0,1.5,No pets allowed
5509180012,785,1.0,1.0,"Cats,Dogs"
5509179402,1095,2.0,2.0,"Cats,Dogs"
5509178811,587,2.0,1.0,No pets allowed
5509177339,785,1.0,1.0,No pets allowed
5509176437,1245,2.0,2.0,No pets allowed
5509171221,1817,5.0,3.0,No pets allowed
5509169929,964,2.0,2.0,"Cats,Dogs"
5509169667,757,1.0,1.0,"Cats,Dogs"
5509168397,1143,2.0,2.0,"Cats,Dogs"
5509167199,755,3.0,2.0,"Cats,Dogs"
5509166284,989,2.0,2.0,"Cats,Dogs"
5509162508,818,1.0,1.0,No pets allowed
5509162426,818,1.0,1.0,No pets allowed
5509160656,814,1.0,1.0,No pets allowed
5509160091,964,2.0,2.0,"Cats,Dogs"
5509159892,878,1.0,1.0,No pets allowed
5509159659,1000,2.0,1.5,No pets allowed
5509159182,930,2.0,2.0,No pets allowed
5509158595,818,1.0,1.0,No pets allowed
5509158464,1088,2.0,2.0,"Cats,Dogs"
5509157692,608,2.0,1.0,No pets allowed
5509157583,1138,2.0,2.0,"Cats,Dogs"
5509156443,991,2.0,2.0,"Cats,Dogs"
5509155822,904,2.0,2.0,No pets allowed
5509154066,1075,2.0,2.0,"Cats,Dogs"
5509153912,1179,2.0,2.0,No pets allowed
5509152392,1145,2.0,2.0,No pets allowed
5509152316,1145,2.0,2.0,No pets allowed
5509150095,2101,3.0,2.5,No pets allowed
5509149645,1004,2.0,2.0,"Cats,Dogs"
5509144306,664,1.0,1.0,"Cats,Dogs"
5509144147,770,1.0,1.0,"Cats,Dogs"
5509141266,797,1.0,1.0,No pets allowed
5509139386,789,2.0,1.0,No pets allowed
5509138937,714,1.0,1.0,No pets allowed
5509127997,918,2.0,1.0,No pets allowed
5509123722,1000,1.0,1.0,No pets allowed
5509121102,1058,2.0,1.5,"Cats,Dogs"
5509121003,857,1.0,1.0,"Cats,Dogs"
5509120391,1143,2.0,2.0,No pets allowed
5509120150,945,1.0,1.0,"Cats,Dogs"
5509119782,1403,3.0,2.0,No pets allowed
5509119439,857,1.0,1.0,No pets allowed
5509118987,854,1.0,1.0,No pets allowed
5509118531,715,1.0,1.0,"Cats,Dogs"
5509117709,770,1.0,1.0,No pets allowed
5509115113,710,1.0,1.0,"Cats,Dogs"
5509112678,797,1.0,1.0,"Cats,Dogs"
5509111938,685,1.0,1.0,No pets allowed
5509109451,854,1.0,1.0,No pets allowed
5509109126,823,1.0,1.0,No pets allowed
5509105754,777,1.0,1.0,No pets allowed
5509103638,927,2.0,2.0,No pets allowed
5509103397,897,1.0,1.0,"Cats,Dogs"
5509103032,1086,2.0,2.0,"Cats,Dogs"
5509100831,915,2.0,1.0,No pets allowed
5509098892,1278,2.0,2.0,No pets allowed
5509093829,830,1.0,1.0,No pets allowed
5509090906,2075,3.0,1.0,"Cats,Dogs"
5509086113,1200,3.0,2.0,"Cats,Dogs"
5509085520,806,1.0,1.0,"Cats,Dogs"
5509080247,1071,2.0,2.0,No pets allowed
5509078547,960,2.0,1.0,No pets allowed
5509078340,270,1.0,1.0,No pets allowed
5509077050,796,1.0,1.0,No pets allowed
5509076860,1280,2.0,2.0,"Cats,Dogs"
5509076695,1154,2.0,2.0,No pets allowed
5509075378,1083,2.0,2.0,No pets allowed
5509075367,1057,2.0,1.0,No pets allowed
5509074801,760,1.0,1.0,"Cats,Dogs"
5509071050,1116,2.0,2.0,No pets allowed
5509068955,2000,5.0,2.0,No pets allowed
5509067686,900,1.0,1.0,No pets allowed
5509067529,1006,2.0,2.0,No pets allowed
5509067123,1250,2.0,2.0,"Cats,Dogs"
5509065101,1100,2.0,1.0,No pets allowed
5509060409,881,1.0,1.0,No pets allowed
5509060233,674,1.0,1.0,No pets allowed
5509059764,1160,2.0,2.0,No pets allowed
5509059429,1075,2.0,1.5,No pets allowed
5509057338,955,2.0,2.0,"Cats,Dogs"
5509057333,970,2.0,2.0,"Cats,Dogs"
5509056727,1181,2.0,2.0,"Cats,Dogs"
5509056048,1168,2.0,2.0,"Cats,Dogs"
5509055246,1187,2.0,2.0,"Cats,Dogs"
5509053010,1262,2.0,2.0,No pets allowed
5509050160,1000,2.0,1.0,No pets allowed
5509049757,873,2.0,1.0,"Cats,Dogs"
5509049569,1100,3.0,2.0,No pets allowed
5509048388,1307,3.0,2.0,No pets allowed
5509048134,781,1.0,1.0,No pets allowed
5509046938,1067,2.0,2.0,No pets allowed
5509045411,1105,2.0,2.0,"Cats,Dogs"
5509045329,756,1.0,1.0,"Cats,Dogs"
5509042724,1009,2.0,2.0,No pets allowed
5509038626,1293,2.0,2.0,No pets allowed
5509037316,755,1.0,1.0,No pets allowed
5509036081,750,2.0,1.0,No pets allowed
5509035737,996,2.0,2.0,No pets allowed
5509035702,797,1.0,1.0,"Cats,Dogs"
5509035190,1009,2.0,2.0,No pets allowed
5509033112,856,1.0,1.0,No pets allowed
5509031288,700,1.0,1.0,No pets allowed
5509028232,1300,3.0,2.0,"Cats,Dogs"
5509027507,1250,3.0,2.0,"Cats,Dogs"
5509026884,1475,3.0,2.0,No pets allowed
5509025454,678,1.0,1.0,"Cats,Dogs"
5509024510,830,1.0,1.0,"Cats,Dogs"
5509022847,717,1.0,1.0,"Cats,Dogs"
5509022796,1004,2.0,1.0,"Cats,Dogs"
5509022312,1055,1.0,1.0,Cats
5509020842,900,3.0,1.0,No pets allowed
5509019745,1100,2.0,1.0,No pets allowed
5509019215,1002,2.0,2.0,No pets allowed
5509018053,964,2.0,1.0,"Cats,Dogs"
5509016225,755,2.0,1.0,"Cats,Dogs"
5509016195,882,1.0,1.0,"Cats,Dogs"
5509014889,900,2.0,1.0,No pets allowed
5509009697,1053,2.0,2.0,No pets allowed
5509005900,745,2.0,1.0,Cats
5509003446,1481,2.0,2.0,"Cats,Dogs"
5509002532,938,1.0,1.0,No pets allowed
5509001322,1122,1.0,1.0,No pets allowed
5509000369,1073,2.0,2.0,No pets allowed
5508999727,617,2.0,1.0,No pets allowed
5508996197,1091,2.0,2.0,No pets allowed
5508995846,1020,2.0,2.0,"Cats,Dogs"
5508994556,1120,2.0,2.0,No pets allowed
5508990518,706,1.0,1.0,"Cats,Dogs"
5508986489,579,2.0,1.0,"Cats,Dogs"
5508985823,1225,3.0,2.0,No pets allowed
5508984291,1031,1.0,1.0,"Cats,Dogs"
5508984094,1317,3.0,2.0,No pets allowed
5508982991,1173,2.0,2.0,No pets allowed
5508982665,900,2.0,1.0,No pets allowed
5508982374,938,2.0,1.0,No pets allowed
5508980347,923,2.0,1.0,No pets allowed
5508980228,785,1.0,1.0,No pets allowed
5508976613,702,1.0,1.0,No pets allowed
5508975954,1079,2.0,2.0,No pets allowed
5508975213,1150,2.0,1.5,No pets allowed
5508975120,1631,3.0,2.0,"Cats,Dogs"
5508973174,536,1.0,1.0,No pets allowed
5508970303,926,1.0,1.0,"Cats,Dogs"
5508969555,828,1.0,1.0,"Cats,Dogs"
5508968255,800,2.0,1.0,No pets allowed
5508968184,950,2.0,1.5,No pets allowed
5508967981,1088,2.0,1.5,No pets allowed
5508967914,950,2.0,2.0,"Cats,Dogs"
5508967084,950,3.0,1.0,No pets allowed
5508966110,2274,4.0,2.0,No pets allowed
5508960512,603,1.0,1.0,No pets allowed
5508960006,1013,2.0,2.0,No pets allowed
5508958570,1512,2.0,2.0,"Cats,Dogs"
5508957762,744,2.0,1.0,No pets allowed
5508957183,1050,2.0,1.0,No pets allowed
5508955679,996,2.0,1.0,No pets allowed
5508954943,950,2.0,2.0,No pets allowed
5508954152,709,1.0,1.0,No pets allowed
5508954059,1227,2.0,2.0,No pets allowed
5508953675,1265,3.0,2.0,No pets allowed
5508951155,3000,5.0,3.5,No pets allowed
5508948958,1102,2.0,2.0,No pets allowed
5508946425,1162,3.0,2.0,"Cats,Dogs"
5508946234,826,1.0,1.0,"Cats,Dogs"
5508944409,1524,2.0,1.0,No pets allowed
5508944241,1154,2.0,2.0,"Cats,Dogs"
5508941962,1040,2.0,2.0,"Cats,Dogs"
5508941792,864,1.0,1.0,No pets allowed
5508941068,924,2.0,2.0,"Cats,Dogs"
5508940516,1052,2.0,2.0,"Cats,Dogs"
5508939563,962,2.0,2.0,No pets allowed
5508938698,700,3.0,1.0,No pets allowed
5508938220,1420,3.0,2.0,No pets allowed
5508936816,1161,2.0,2.0,No pets allowed
5508934589,737,2.0,1.0,No pets allowed
5508932016,588,2.0,1.0,"Cats,Dogs"
5508930696,880,2.0,1.0,No pets allowed
5508930149,679,1.0,1.0,"Cats,Dogs"
5508928089,800,2.0,1.0,No pets allowed
5508926854,878,3.0,1.0,"Cats,Dogs"
5508925390,1110,3.0,2.0,No pets allowed
5508925309,1191,2.0,2.0,"Cats,Dogs"
5508924463,1180,2.0,1.0,No pets allowed
5508923733,782,1.0,1.0,No pets allowed
5508923020,700,1.0,1.0,No pets allowed
5508922618,1149,2.0,2.0,No pets allowed
5508922548,765,1.0,1.0,"Cats,Dogs"
5508921719,1180,3.0,2.0,No pets allowed
5508921654,911,2.0,1.0,No pets allowed
5508921316,477,1.0,1.0,"Cats,Dogs"
5508920140,650,1.0,1.0,No pets allowed
5508919838,1053,2.0,2.0,No pets allowed
5508919712,477,1.0,1.0,No pets allowed
5508919672,998,2.0,2.0,No pets allowed
5508917831,750,1.0,1.0,"Cats,Dogs"
5508917684,636,1.0,1.0,No pets allowed
5508917531,915,1.0,1.0,"Cats,Dogs"
5508915155,1114,2.0,2.0,No pets allowed
5508914932,864,1.0,1.0,No pets allowed
5508914700,1040,2.0,2.0,No pets allowed
5508913080,1206,2.0,2.0,No pets allowed
5508912913,1282,2.0,2.0,No pets allowed
5508912281,900,2.0,2.0,No pets allowed
5508911307,718,1.0,1.0,"Cats,Dogs"
5508910932,1117,1.0,1.0,"Cats,Dogs"
5508908624,1038,2.0,2.0,No pets allowed
5508907621,1250,2.0,2.0,No pets allowed
5508905276,900,3.0,1.0,No pets allowed
5508903548,786,1.0,1.0,No pets allowed
5508903096,745,1.0,1.0,No pets allowed
5508902642,1095,2.0,2.0,"Cats,Dogs"
5508902453,786,1.0,1.0,"Cats,Dogs"
5508900160,1050,2.0,1.0,No pets allowed
5508899610,1390,2.0,2.0,No pets allowed
5508899604,788,1.0,1.0,"Cats,Dogs"
5508899405,1050,2.0,2.0,"Cats,Dogs"
5508899268,748,1.0,1.0,"Cats,Dogs"
5508899122,1372,2.0,2.5,No pets allowed
5508898585,790,1.0,1.0,No pets allowed
5508898429,650,1.0,1.0,"Cats,Dogs"
5508897893,746,1.0,1.0,"Cats,Dogs"
5508897499,735,1.0,1.0,"Cats,Dogs"
5508894369,1000,2.0,2.0,"Cats,Dogs"
5508892343,907,2.0,1.0,No pets allowed
5508889829,1088,2.0,2.0,"Cats,Dogs"
5508889691,1288,2.0,1.5,No pets allowed
5508888566,1050,2.0,2.0,No pets allowed
5508888376,719,1.0,1.0,No pets allowed
5508886297,2040,3.0,2.0,No pets allowed
5508886002,1445,3.0,2.5,No pets allowed
5508884533,1200,3.0,1.5,No pets allowed
5508884108,800,2.0,1.0,No pets allowed
5508883050,1300,2.0,2.0,No pets allowed
5508880025,1122,2.0,2.0,No pets allowed
5508879392,701,1.0,1.0,"Cats,Dogs"
5508879149,1100,2.0,1.5,No pets allowed
5508876618,833,1.0,1.0,No pets allowed
5508876500,800,1.0,1.0,No pets allowed
5508875371,995,2.0,2.0,No pets allowed
5508874381,1121,2.0,2.0,"Cats,Dogs"
5508874095,1062,2.0,2.0,"Cats,Dogs"
5508872676,716,1.0,1.0,"Cats,Dogs"
5508872438,750,1.0,1.0,No pets allowed
5508872207,934,1.0,1.0,No pets allowed
5508871585,420,2.0,2.0,"Cats,Dogs"
5508870717,1148,2.0,2.0,"Cats,Dogs"
5508870444,1130,2.0,2.0,No pets allowed
5508868911,620,1.0,1.0,"Cats,Dogs"
5508868892,930,2.0,2.0,No pets allowed
5508868670,851,3.0,1.0,"Cats,Dogs"
5508867931,1000,1.0,1.0,No pets allowed
5508867804,730,1.0,1.0,"Cats,Dogs"
5508867233,1221,3.0,2.0,No pets allowed
5508866335,1081,3.0,2.0,No pets allowed
5508864831,1013,2.0,1.5,No pets allowed
5508862759,1066,2.0,2.0,No pets allowed
5508861302,659,1.0,1.0,No pets allowed
5508859329,938,2.0,2.0,"Cats,Dogs"
5508858226,698,1.0,1.0,"Cats,Dogs"
5508857353,1197,3.0,2.0,No pets allowed
5508856839,704,2.0,1.0,"Cats,Dogs"
5508855407,681,1.0,1.0,No pets allowed
5508855349,893,2.0,2.0,"Cats,Dogs"
5508855139,985,2.0,1.0,No pets allowed
5508854710,855,2.0,1.0,No pets allowed
5508853472,901,2.0,1.5,No pets allowed
5508852629,640,1.0,1.0,No pets allowed
5508849523,1264,2.0,2.0,No pets allowed
5508848536,1197,3.0,2.0,"Cats,Dogs"
5508846915,1300,2.0,2.0,No pets allowed
5508846803,1200,2.0,2.0,No pets allowed
5508845880,805,1.0,1.0,No pets allowed
5508845832,700,2.0,1.0,Cats
5508845518,996,2.0,2.0,"Cats,Dogs"
5508845308,4171,5.0,4.5,No pets allowed
5508845111,1330,2.0,2.0,No pets allowed
5508843764,1004,1.0,1.0,No pets allowed
5508843534,623,1.0,1.0,"Cats,Dogs"
5508842944,715,1.0,1.0,"Cats,Dogs"
5508842772,787,1.0,1.0,"Cats,Dogs"
5508840375,1889,4.0,1.5,No pets allowed
5508840199,715,1.0,1.0,"Cats,Dogs"
5508839448,715,1.0,1.0,"Cats,Dogs"
5508838853,715,1.0,1.0,"Cats,Dogs"
5508838732,602,1.0,1.0,"Cats,Dogs"
5508838576,1143,2.0,2.0,"Cats,Dogs"
5508838416,720,1.0,1.0,No pets allowed
5508838180,850,2.0,1.0,No pets allowed
5508837392,1012,1.0,2.0,"Cats,Dogs"
5508836451,890,2.0,1.0,"Cats,Dogs"
5508835274,811,1.0,1.0,No pets allowed
5508830706,1093,2.0,2.0,No pets allowed
5508829502,978,2.0,1.0,"Cats,Dogs"
5508827582,540,1.0,1.0,"Cats,Dogs"
5508826289,1196,3.0,2.0,No pets allowed
5508825908,1333,3.0,2.0,No pets allowed
5508823357,1174,2.0,2.0,"Cats,Dogs"
5508823211,971,2.0,2.0,"Cats,Dogs"
5508823075,682,1.0,1.0,"Cats,Dogs"
5508820691,1183,2.0,2.0,"Cats,Dogs"
5508818102,622,1.0,1.0,No pets allowed
5508816844,1200,2.0,1.0,No pets allowed
5508816430,881,2.0,2.0,"Cats,Dogs"
5508816237,1123,2.0,2.0,No pets allowed
5508816107,472,3.0,1.0,No pets allowed
5508815882,1199,2.0,2.0,No pets allowed
5508815634,1600,4.0,2.0,No pets allowed
5508815071,769,1.0,1.0,No pets allowed
5508812988,1050,3.0,1.5,No pets allowed
5508812774,1300,2.0,2.0,"Cats,Dogs"
5508812585,1000,3.0,1.0,No pets allowed
5508812433,1148,3.0,1.5,"Cats,Dogs"
5508812408,703,2.0,1.0,No pets allowed
5508811772,1550,3.0,1.0,No pets allowed
5508807501,1147,2.0,1.0,No pets allowed
5508805738,1000,2.0,1.0,No pets allowed
5508805464,800,1.0,1.0,"Cats,Dogs"
5508805223,700,1.0,1.0,No pets allowed
5508805178,800,1.0,1.0,"Cats,Dogs"
5508803843,978,1.0,1.5,"Cats,Dogs"
5508803829,828,2.0,1.0,No pets allowed
5508802808,850,2.0,1.0,No pets allowed
5508800351,1050,2.0,1.5,No pets allowed
5508799642,1103,2.0,2.0,"Cats,Dogs"
5508798968,837,2.0,2.0,No pets allowed
5508796942,1185,2.0,2.0,No pets allowed
5508796893,1185,2.0,2.0,No pets allowed
5508796574,446,2.0,1.0,"Cats,Dogs"
5508796386,943,2.0,1.0,No pets allowed
5508796354,594,1.0,1.0,No pets allowed
5508794581,993,2.0,2.0,"Cats,Dogs"
5508794154,1100,2.0,1.5,No pets allowed
5508793864,957,2.0,1.0,"Cats,Dogs"
5508793484,1243,3.0,2.0,"Cats,Dogs"
5508791629,864,2.0,1.0,No pets allowed
5508790387,632,1.0,1.0,No pets allowed
5508790290,853,1.0,1.0,"Cats,Dogs"
5508787695,813,1.0,1.0,"Cats,Dogs"
5508787399,813,1.0,1.0,No pets allowed
5508785833,1058,3.0,1.5,No pets allowed
5508784094,576,1.0,1.0,No pets allowed
5508782776,900,2.0,1.0,No pets allowed
5508780378,955,2.0,1.0,No pets allowed
5508779797,633,2.0,1.0,"Cats,Dogs"
5508778245,1100,2.0,1.0,No pets allowed
5508778102,750,1.0,1.0,Cats
5508777233,1100,3.0,2.0,No pets allowed
5508773190,1350,2.0,1.0,No pets allowed
5508771786,1000,3.0,1.0,No pets allowed
5508770493,707,1.0,1.0,No pets allowed
5508769440,2810,5.0,3.0,No pets allowed
5508768894,1123,2.0,2.0,"Cats,Dogs"
5508765037,1621,3.0,3.0,No pets allowed
5508764268,1088,2.0,2.0,No pets allowed
5508763545,1462,3.0,3.0,No pets allowed
5508762938,640,1.0,1.0,No pets allowed
5508762553,1098,4.0,1.0,No pets allowed
5508762421,1093,2.0,2.0,"Cats,Dogs"
5508760138,1025,2.0,2.0,No pets allowed
5508758298,1050,3.0,2.0,No pets allowed
5508757135,585,1.0,1.0,No pets allowed
5508756695,1000,2.0,2.0,No pets allowed
5508755913,934,2.0,2.0,"Cats,Dogs"
5508754508,1200,2.0,1.0,No pets allowed
5508752555,1057,2.0,1.0,"Cats,Dogs"
5508752518,857,1.0,1.0,"Cats,Dogs"
5508751743,639,1.0,1.0,No pets allowed
5508751710,640,1.0,1.0,"Cats,Dogs"
5508749249,768,1.0,1.0,"Cats,Dogs"
5508749044,765,1.0,1.0,"Cats,Dogs"
5508748560,1300,3.0,1.0,No pets allowed
5508744722,1260,3.0,2.0,No pets allowed
5508740625,1200,3.0,1.0,No pets allowed
5508737488,1131,2.0,2.0,No pets allowed
5508737424,1096,3.0,2.0,No pets allowed
5508735678,705,1.0,1.0,"Cats,Dogs"
5508734817,927,2.0,2.0,No pets allowed
5508733172,1087,3.0,2.0,No pets allowed
5508729157,781,1.0,1.0,"Cats,Dogs"
5508727172,1350,4.0,1.0,No pets allowed
5508725992,950,2.0,1.0,No pets allowed
5508725487,975,3.0,1.0,No pets allowed
5508720069,388,1.0,1.0,No pets allowed
5508715090,775,1.0,1.5,"Cats,Dogs"
5508714691,1221,2.0,2.0,No pets allowed
5508711538,1403,2.0,1.0,No pets allowed
5508709730,825,2.0,1.0,No pets allowed
5508709119,700,1.0,1.0,No pets allowed
5508706782,957,2.0,1.5,No pets allowed
5508704394,1142,2.0,2.0,No pets allowed
5508704204,750,1.0,1.0,No pets allowed
5508701852,715,1.0,1.0,"Cats,Dogs"
5508701639,2110,3.0,2.0,No pets allowed
5508699512,980,2.0,2.0,No pets allowed
5508694213,1118,3.0,2.5,"Cats,Dogs"
5508691832,1000,2.0,2.0,No pets allowed
5508691594,1000,2.0,2.0,No pets allowed
5508688029,850,1.0,1.0,"Cats,Dogs"
5508686328,597,1.0,1.0,"Cats,Dogs"
5508685970,1301,3.0,2.0,No pets allowed
5508684997,1000,2.0,2.0,"Cats,Dogs"
5508684366,947,2.0,2.0,No pets allowed
5508684104,746,1.0,1.0,No pets allowed
5508683628,864,2.0,2.0,"Cats,Dogs"
5508680351,915,1.0,1.0,No pets allowed
5508678524,800,2.0,1.0,No pets allowed
5508675121,939,1.0,1.0,"Cats,Dogs"
5508672981,1263,2.0,2.0,No pets allowed
5508671647,1306,2.0,2.0,No pets allowed
5508670095,1142,2.0,2.0,No pets allowed
5508668257,1142,2.0,2.0,No pets allowed
5508662858,785,2.0,1.0,No pets allowed
5508656087,744,1.0,1.0,No pets allowed
5508654678,1200,2.0,1.0,No pets allowed
5534750673,989,2.0,1.0,"Cats,Dogs"
5509264467,799,1.0,1.0,No pets allowed
5509205540,1690,3.0,2.5,No pets allowed
5509204637,944,2.0,2.0,"Cats,Dogs"
5509200719,821,1.0,1.0,No pets allowed
5509200116,821,1.0,1.0,No pets allowed
5509198612,1134,2.0,2.0,No pets allowed
5509198522,716,1.0,1.0,"Cats,Dogs"
5509198478,1058,2.0,2.0,"Cats,Dogs"
5509198393,864,1.0,1.0,"Cats,Dogs"
5509197922,864,1.0,1.0,"Cats,Dogs"
5509197846,1128,1.0,2.0,No pets allowed
5509197504,1113,2.0,2.0,No pets allowed
5509196192,1091,2.0,2.0,No pets allowed
5509195700,716,1.0,1.0,"Cats,Dogs"
5509195020,948,2.0,1.0,No pets allowed
5509194199,1170,2.0,2.0,"Cats,Dogs"
5509193925,1350,2.0,3.0,"Cats,Dogs"
5509193444,1098,2.0,2.0,"Cats,Dogs"
5509192118,1014,2.0,2.0,No pets allowed
5509185840,1027,2.0,2.0,No pets allowed
5509185683,1101,2.0,2.0,No pets allowed
5509185115,1252,3.0,2.0,No pets allowed
